,location,total_sqft,bath,price,bhk
4865,Lingadheeranahalli,2240.0,4.0,160.0,4
4866,Magadi Road,3600.0,6.0,141.0,6
4867,Magadi Road,1116.0,2.0,50.0,2
4869,Magadi Road,884.0,2.0,41.1,2
4870,Magadi Road,1005.0,2.0,55.78,2
4871,Magadi Road,1000.0,2.0,46.5,2
4872,Magadi Road,1500.0,2.0,93.0,4
4874,Magadi Road,1345.0,2.0,55.0,2
4876,Magadi Road,5000.0,6.0,360.0,5
4877,Magadi Road,1116.0,2.0,51.89,2
4878,Magadi Road,1052.0,2.0,60.0,3
4879,Magadi Road,940.0,2.0,50.0,2
4880,Magadi Road,1318.0,2.0,68.0,3
4882,Magadi Road,884.0,2.0,48.0,2
4884,Mahadevpura,1150.0,2.0,52.0,2
4885,Mahadevpura,1250.0,2.0,52.0,2
4886,Mahadevpura,1260.0,2.0,57.6,2
4887,Mahadevpura,730.0,1.0,35.0,1
4888,Mahadevpura,1434.0,2.0,67.39,3
4889,Mahadevpura,1146.0,2.0,53.8,2
4890,Mahadevpura,1532.0,2.0,62.0,2
4891,Mahadevpura,1620.0,2.0,76.0,3
4892,Mahadevpura,1136.0,2.0,64.5,2
4893,Mahadevpura,1400.0,2.0,65.8,3
4894,Mahadevpura,1137.0,2.0,53.4,2
4895,Mahadevpura,1601.0,3.0,95.0,3
4896,Mahadevpura,1450.0,3.0,75.0,3
4897,Mahadevpura,1152.0,2.0,54.0,2
4898,Mahadevpura,1212.0,2.0,56.9,2
4900,Mahadevpura,1505.0,3.0,78.0,3
4901,Mahadevpura,1500.0,2.0,70.0,3
4902,Mahadevpura,1236.0,2.0,58.0,2
4903,Mahadevpura,1236.0,2.0,58.0,2
4904,Mahadevpura,1120.0,2.0,53.0,2
4905,Mahalakshmi Layout,1575.0,5.0,158.0,4
4906,Mahalakshmi Layout,1105.0,2.0,80.0,2
4907,Mahalakshmi Layout,1200.0,3.0,160.0,4
4908,Mahalakshmi Layout,1200.0,2.0,110.0,3
4909,Mahalakshmi Layout,1876.0,3.0,150.0,3
4910,Mallasandra,1665.0,3.0,95.0,3
4911,Mallasandra,1665.0,3.0,86.58,3
4912,Mallasandra,1340.0,2.0,61.0,2
4913,Mallasandra,1325.0,2.0,70.0,2
4914,Mallasandra,1665.0,3.0,86.91,3
4915,Mallasandra,1325.0,2.0,70.0,2
4916,Mallasandra,905.0,2.0,40.0,2
4917,Mallasandra,1325.0,2.0,65.0,2
4918,Mallasandra,1325.0,2.0,73.0,2
4919,Mallasandra,1565.0,2.0,69.0,2
4920,Mallasandra,905.0,2.0,35.0,2
4922,Mallasandra,1100.0,2.0,76.3,3
4923,Malleshpalya,1140.0,2.0,46.5,2
4924,Malleshpalya,1225.0,2.0,46.86,2
4926,Malleshpalya,1052.0,2.0,50.0,2
4927,Malleshpalya,1405.0,2.0,77.0,3
4928,Malleshpalya,1065.0,2.0,50.0,2
4929,Malleshpalya,1210.0,2.0,55.0,2
4931,Malleshpalya,1060.0,2.0,40.0,2
4932,Malleshpalya,1430.0,2.0,69.5,3
4933,Malleshpalya,1421.0,2.0,90.0,2
4934,Malleshpalya,1245.0,2.0,55.0,2
4935,Malleshpalya,1200.0,2.0,46.0,2
4936,Malleshpalya,1225.0,2.0,52.0,2
4937,Malleshwaram,705.0,1.0,67.0,1
4938,Malleshwaram,12000.0,7.0,2200.0,7
4939,Malleshwaram,2500.0,5.0,325.0,4
4940,Malleshwaram,2006.0,3.0,297.0,3
4941,Malleshwaram,686.0,1.0,62.5,1
4942,Malleshwaram,2475.0,4.0,332.0,3
4943,Malleshwaram,2610.0,3.0,399.0,3
4944,Malleshwaram,2475.0,4.0,320.0,3
4945,Malleshwaram,900.0,2.0,95.0,2
4946,Malleshwaram,1420.0,2.0,158.0,2
4947,Malleshwaram,2000.0,3.0,250.0,3
4948,Malleshwaram,2215.0,3.0,275.0,3
4950,Malleshwaram,2475.0,4.0,300.0,3
4951,Malleshwaram,2345.0,2.0,293.0,3
4953,Malleshwaram,2215.0,4.0,310.0,3
4954,Malleshwaram,480.0,1.0,60.0,1
4955,Malleshwaram,1290.0,2.0,120.0,2
4956,Malleshwaram,2475.0,4.0,326.0,3
4957,Malleshwaram,2476.0,3.0,337.0,3
4958,Malleshwaram,900.0,2.0,90.0,2
4960,Malleshwaram,2050.0,4.0,270.0,3
4961,Malleshwaram,900.0,2.0,72.0,2
4962,Malleshwaram,620.0,1.0,86.8,1
4963,Malleshwaram,600.0,1.0,68.0,2
4964,Malleshwaram,2475.0,4.0,337.0,3
4965,Malleshwaram,2215.0,3.0,275.0,3
4966,Malleshwaram,2215.0,3.0,330.0,3
4968,Malleshwaram,1020.0,2.0,80.0,2
4969,Malleshwaram,600.0,1.0,90.0,2
4970,Malleshwaram,2200.0,3.0,275.0,3
4971,Malleshwaram,2475.0,4.0,326.0,3
4972,Malleshwaram,1500.0,2.0,140.0,2
4973,Malleshwaram,2475.0,4.0,340.0,3
4974,Malleshwaram,1400.0,2.0,190.0,2
4975,Malleshwaram,2475.0,4.0,300.0,3
4976,Malleshwaram,2400.0,3.0,380.0,3
4977,Malleshwaram,580.0,1.0,45.0,1
4978,Malleshwaram,1410.0,2.0,125.0,2
4981,Marathahalli,1220.0,2.0,57.0,2
4982,Marathahalli,1200.0,2.0,52.0,2
4983,Marathahalli,1200.0,2.0,60.0,2
4984,Marathahalli,1933.0,3.0,140.0,3
4985,Marathahalli,950.0,2.0,46.96,2
4986,Marathahalli,1230.0,2.0,80.0,2
4987,Marathahalli,3800.0,4.0,250.0,4
4988,Marathahalli,1019.0,2.0,49.85,2
4989,Marathahalli,1215.0,2.0,67.0,2
4990,Marathahalli,2181.0,3.0,152.0,4
4991,Marathahalli,1170.0,2.0,53.0,2
4992,Marathahalli,1019.0,2.0,49.86,2
4993,Marathahalli,1325.0,2.0,71.55,2
4994,Marathahalli,1220.0,2.0,56.5,2
4996,Marathahalli,1152.0,2.0,56.0,2
4997,Marathahalli,1610.0,3.0,90.0,3
4998,Marathahalli,1146.0,2.0,70.0,2
5000,Marathahalli,1469.0,3.0,89.0,3
5005,Marathahalli,2519.0,5.0,185.0,4
5007,Marathahalli,957.0,2.0,46.9,2
5008,Marathahalli,1583.0,3.0,105.0,3
5009,Marathahalli,2524.0,5.0,190.0,4
5013,Marathahalli,1071.0,2.0,52.25,2
5014,Marathahalli,1215.0,2.0,58.86,2
5015,Marathahalli,1102.0,2.0,53.67,2
5016,Marathahalli,1900.0,3.0,123.0,3
5017,Marathahalli,1045.0,2.0,60.0,2
5019,Marathahalli,1215.0,2.0,58.86,2
5020,Marathahalli,1365.0,2.0,73.0,2
5025,Marathahalli,1208.0,2.0,70.0,2
5026,Marathahalli,1325.0,1.0,92.0,2
5027,Marathahalli,1525.0,3.0,90.0,3
5028,Marathahalli,1937.0,3.0,140.0,3
5029,Marathahalli,1550.0,3.0,83.0,3
5030,Marathahalli,1350.0,2.0,86.0,2
5031,Marathahalli,957.0,2.0,47.0,2
5033,Marathahalli,1230.0,2.0,57.0,2
5034,Marathahalli,1200.0,2.0,58.0,2
5036,Marathahalli,607.0,1.0,35.0,1
5037,Marathahalli,1583.0,3.0,109.0,3
5038,Marathahalli,1075.0,2.0,52.43,2
5039,Marathahalli,1360.0,2.0,103.0,2
5040,Marathahalli,1220.0,2.0,58.5,2
5041,Marathahalli,950.0,2.0,45.68,2
5042,Marathahalli,615.0,1.0,44.0,1
5043,Marathahalli,1595.0,3.0,90.0,3
5044,Marathahalli,1350.0,2.0,89.0,2
5045,Marathahalli,1020.0,2.0,57.0,2
5046,Marathahalli,1600.0,3.0,88.0,2
5047,Marathahalli,780.0,1.0,55.0,1
5048,Marathahalli,1710.0,3.0,100.0,3
5050,Marathahalli,1358.0,2.0,81.0,2
5051,Marathahalli,1205.0,2.0,75.0,2
5052,Marathahalli,1730.0,3.0,110.0,3
5053,Marathahalli,1583.0,3.0,115.0,3
5054,Marathahalli,1200.0,2.0,67.0,2
5055,Marathahalli,1095.0,2.0,60.0,2
5056,Marathahalli,1060.0,2.0,48.0,2
5057,Marathahalli,1050.0,2.0,65.0,2
5058,Marathahalli,1102.0,2.0,53.67,2
5059,Marathahalli,1026.0,2.0,49.95,2
5062,Marathahalli,1220.0,2.0,59.0,2
5063,Marathahalli,881.0,2.0,48.06,2
5065,Marathahalli,1710.0,3.0,100.0,3
5066,Marathahalli,1680.0,3.0,105.0,3
5067,Marathahalli,1910.0,3.0,119.0,3
5068,Marathahalli,1602.0,2.0,104.0,2
5069,Marathahalli,700.0,1.0,38.0,1
5070,Marathahalli,1469.0,3.0,89.0,3
5072,Marathahalli,1690.0,3.0,116.0,3
5073,Marathahalli,1065.0,2.0,55.0,2
5074,Marathahalli,1693.0,3.0,125.0,3
5075,Marathahalli,1693.0,3.0,125.0,3
5076,Marathahalli,1196.0,2.0,57.9,2
5077,Marathahalli,1595.0,3.0,88.0,3
5078,Marathahalli,2122.0,3.0,125.0,3
5079,Marathahalli,1730.0,3.0,115.0,3
5082,Marathahalli,1125.0,2.0,55.0,2
5083,Marathahalli,1950.0,3.0,115.0,3
5084,Marathahalli,1250.0,2.0,68.0,2
5085,Marathahalli,1125.0,2.0,56.8,2
5086,Marathahalli,1350.0,2.0,90.0,2
5087,Marathahalli,1200.0,2.0,53.0,2
5088,Marathahalli,2500.0,5.0,175.0,4
5089,Marathahalli,957.0,2.0,47.0,2
5092,Marathahalli,1350.0,2.0,60.0,2
5093,Marathahalli,3400.0,4.0,235.0,4
5094,Marathahalli,1350.0,2.0,99.0,2
5096,Marathahalli,1285.0,2.0,55.0,2
5097,Marathahalli,2500.0,5.0,181.0,4
5098,Marathahalli,3800.0,4.0,235.0,4
5099,Marathahalli,3951.0,4.0,230.0,4
5100,Marathahalli,1125.0,2.0,54.8,2
5101,Marathahalli,1700.0,3.0,126.0,3
5103,Marathahalli,1270.0,2.0,73.0,2
5105,Marathahalli,950.0,2.0,46.7,2
5106,Marathahalli,1550.0,3.0,85.0,3
5107,Marathahalli,1019.0,2.0,49.86,2
5108,Marathahalli,1144.0,2.0,65.0,2
5109,Marathahalli,1240.0,2.0,55.0,2
5110,Marathahalli,1100.0,2.0,75.0,1
5111,Marathahalli,1156.0,2.0,52.0,2
5112,Marathahalli,2524.0,5.0,180.0,4
5113,Marathahalli,1135.0,2.0,60.0,2
5114,Marathahalli,1839.0,3.0,130.0,3
5115,Marathahalli,1170.0,2.0,85.0,2
5116,Marathahalli,1102.0,2.0,53.67,2
5117,Marathahalli,1108.0,2.0,60.0,3
5118,Marathahalli,1449.0,3.0,110.0,3
5119,Marathahalli,1360.0,2.0,101.0,2
5120,Marathahalli,1026.0,2.0,50.18,2
5123,Marathahalli,1270.0,2.0,80.0,2
5124,Marathahalli,1100.0,2.0,50.0,2
5125,Marathahalli,1196.0,2.0,57.95,2
5127,Marathahalli,1485.0,2.0,90.0,3
5128,Marathahalli,1146.0,2.0,69.0,2
5129,Margondanahalli,1090.0,2.0,58.0,2
5130,Margondanahalli,1200.0,2.0,58.5,2
5131,Margondanahalli,1200.0,2.0,67.0,2
5133,Margondanahalli,1000.0,2.0,57.0,2
5135,Margondanahalli,600.0,2.0,35.0,2
5136,Margondanahalli,1200.0,2.0,69.0,2
5137,Margondanahalli,900.0,2.0,49.0,2
5138,Margondanahalli,1140.0,2.0,60.0,2
5139,Margondanahalli,1100.0,2.0,55.0,2
5140,Margondanahalli,1152.0,1.0,66.0,2
5142,Margondanahalli,1200.0,2.0,65.0,2
5143,Margondanahalli,1050.0,2.0,58.0,2
5144,Margondanahalli,1160.0,2.0,65.0,2
5145,Margondanahalli,1334.0,2.0,67.76,2
5146,Marsur,1800.0,4.0,145.0,4
5147,Marsur,1200.0,3.0,90.0,3
5148,Marsur,1200.0,3.0,120.0,3
5149,Mico Layout,5000.0,9.0,210.0,9
5150,Mico Layout,1550.0,2.0,65.0,3
5151,Mico Layout,1125.0,2.0,40.0,2
5152,Mico Layout,1190.0,2.0,39.25,2
5153,Mico Layout,800.0,1.0,29.5,1
5154,Mico Layout,1250.0,2.0,44.0,3
5155,Mico Layout,1171.0,2.0,39.0,2
5156,Mico Layout,1200.0,2.0,53.5,2
5157,Mico Layout,1670.0,3.0,59.0,3
5158,Mico Layout,1140.0,2.0,43.0,2
5159,Munnekollal,1170.0,2.0,52.0,2
5160,Munnekollal,1102.0,2.0,53.67,2
5161,Munnekollal,1390.0,3.0,68.0,3
5162,Munnekollal,1200.0,2.0,49.5,2
5163,Munnekollal,950.0,2.0,46.5,2
5164,Munnekollal,1560.0,3.0,75.0,3
5165,Munnekollal,1750.0,3.0,86.5,3
5166,Munnekollal,1385.0,2.0,66.5,3
5167,Munnekollal,1080.0,2.0,45.0,2
5168,Munnekollal,1170.0,2.0,59.0,2
5170,Munnekollal,1200.0,2.0,57.9,3
5171,Munnekollal,1030.0,2.0,50.36,2
5172,Murugeshpalya,1296.0,2.0,81.0,2
5173,Murugeshpalya,1550.0,3.0,74.0,3
5174,Murugeshpalya,1845.0,3.0,91.0,3
5175,Murugeshpalya,1185.0,2.0,85.0,2
5176,Murugeshpalya,1225.0,2.0,48.0,2
5177,Murugeshpalya,1930.0,3.0,75.0,3
5178,Murugeshpalya,1600.0,2.0,65.0,3
5179,Murugeshpalya,1344.0,2.0,56.0,3
5180,Murugeshpalya,1500.0,2.0,70.0,3
5181,Murugeshpalya,1855.0,3.0,96.0,3
5182,Murugeshpalya,1175.0,2.0,75.0,2
5183,Mysore Road,1175.0,2.0,73.5,2
5184,Mysore Road,1710.0,4.0,91.31,3
5185,Mysore Road,1020.0,2.0,48.95,2
5186,Mysore Road,1175.0,2.0,73.5,2
5187,Mysore Road,1070.0,2.0,45.0,2
5188,Mysore Road,1239.0,2.0,53.0,2
5189,Mysore Road,1060.0,2.0,62.0,2
5190,Mysore Road,980.0,2.0,45.47,2
5191,Mysore Road,883.0,2.0,40.0,2
5192,Mysore Road,1525.0,3.0,96.0,3
5193,Mysore Road,1200.0,2.0,65.0,2
5197,Mysore Road,883.0,2.0,40.95,2
5198,Mysore Road,1070.0,2.0,49.65,2
5200,Mysore Road,883.0,2.0,50.0,2
5201,Mysore Road,1155.0,2.0,51.0,2
5202,Mysore Road,1003.0,2.0,43.0,2
5203,Mysore Road,1237.0,2.0,73.0,2
5204,Mysore Road,883.0,2.0,45.0,2
5205,Mysore Road,1170.0,2.0,65.0,2
5206,Mysore Road,1029.5,2.0,50.855,2
5207,Mysore Road,940.0,2.0,43.61,2
5209,Mysore Road,1020.0,2.0,48.95,2
5210,Mysore Road,1568.0,2.0,100.0,3
5212,Mysore Road,1560.0,2.0,83.3,3
5213,Mysore Road,1175.0,2.0,70.5,2
5214,Mysore Road,1080.0,2.0,60.0,3
5216,Mysore Road,883.0,2.0,37.0,2
5218,NGR Layout,1020.0,2.0,45.9,2
5219,NGR Layout,1105.0,2.0,49.73,2
5220,NGR Layout,1022.0,2.0,45.9,2
5221,NGR Layout,1020.0,2.0,45.0,2
5222,NGR Layout,1019.0,2.0,45.9,2
5223,NGR Layout,1020.0,2.0,46.0,2
5224,NGR Layout,1021.0,2.0,46.0,2
5225,NGR Layout,1021.0,2.0,45.9,2
5226,NRI Layout,1565.0,2.0,75.0,3
5227,NRI Layout,2500.0,5.0,130.0,5
5228,NRI Layout,1125.0,2.0,45.56,2
5229,NRI Layout,2150.0,4.0,115.0,4
5230,NRI Layout,1250.0,2.0,75.0,2
5231,NRI Layout,1789.0,3.0,75.0,3
5232,NRI Layout,1731.0,3.0,64.11,3
5233,NRI Layout,2400.0,2.0,125.0,2
5235,Nagarbhavi,1350.0,3.0,150.0,3
5236,Nagarbhavi,1200.0,2.0,150.0,2
5238,Nagarbhavi,2400.0,3.0,160.0,3
5239,Nagarbhavi,884.0,2.0,36.0,1
5240,Nagarbhavi,1055.0,2.0,55.0,2
5242,Nagarbhavi,1223.0,2.0,60.0,2
5243,Nagarbhavi,956.0,2.0,49.0,2
5245,Nagarbhavi,1200.0,2.0,150.0,2
5248,Nagarbhavi,1145.0,2.0,40.0,2
5249,Nagarbhavi,300.0,1.0,20.0,1
5250,Nagarbhavi,1250.0,3.0,175.0,4
5251,Nagarbhavi,710.0,2.0,40.0,1
5253,Nagarbhavi,1212.0,2.0,50.0,2
5254,Nagarbhavi,1020.0,2.0,55.0,2
5256,Nagarbhavi,1120.0,2.0,53.0,2
5258,Nagarbhavi,1146.0,2.0,50.0,2
5260,Nagarbhavi,1190.0,2.0,63.0,2
5262,Nagarbhavi,1050.0,2.0,80.0,2
5263,Nagarbhavi,2500.0,3.0,180.0,5
5265,Nagarbhavi,1250.0,3.0,170.0,2
5267,Nagarbhavi,1400.0,2.0,135.0,3
5269,Nagarbhavi,1100.0,2.0,46.2,2
5270,Nagarbhavi,1080.0,2.0,49.0,2
5271,Nagarbhavi,1800.0,3.0,180.0,4
5272,Nagarbhavi,1225.0,2.0,58.0,2
5273,Nagasandra,980.0,2.0,48.0,2
5274,Nagasandra,2400.0,4.0,145.0,4
5275,Nagasandra,7000.0,8.0,450.0,4
5276,Nagasandra,1650.0,3.0,95.0,3
5277,Nagasandra,1500.0,2.0,91.0,2
5278,Nagavara,400.0,1.0,14.0,1
5279,Nagavara,2172.65,3.0,120.0,4
5281,Nagavara,2319.0,3.0,180.0,3
5282,Nagavara,2430.0,4.0,180.0,3
5283,Nagavara,936.0,2.0,40.2,2
5284,Nagavara,1125.0,2.0,44.5,2
5285,Nagavara,1315.0,2.0,70.0,2
5286,Nagavara,1077.0,2.0,50.0,2
5287,Nagavara,2496.0,4.0,125.0,4
5288,Nagavara,1110.0,2.0,44.95,2
5289,Nagavara,1247.0,2.0,58.56,2
5290,Nagavarapalya,1392.0,2.0,99.0,2
5291,Nagavarapalya,705.0,1.0,52.5,1
5292,Nagavarapalya,1300.0,3.0,80.0,3
5293,Nagavarapalya,705.0,1.0,57.0,1
5294,Nagavarapalya,705.0,1.0,55.0,1
5295,Nagavarapalya,705.0,1.0,57.0,1
5296,Nagavarapalya,1335.0,2.0,110.0,2
5297,Nagavarapalya,1260.0,2.0,85.5,2
5298,Narayanapura,1308.0,2.0,89.04,2
5299,Narayanapura,1566.0,3.0,83.3,3
5300,Narayanapura,1485.0,3.0,85.0,3
5301,Narayanapura,1302.0,2.0,69.1,2
5302,Narayanapura,1308.0,2.0,89.04,2
5303,Narayanapura,2357.0,3.0,135.0,3
5304,Narayanapura,2357.0,3.0,135.0,3
5305,Narayanapura,1469.0,2.0,99.14,2
5306,Neeladri Nagar,1053.0,2.0,45.0,2
5307,Neeladri Nagar,1363.0,2.0,68.0,2
5308,Neeladri Nagar,2556.0,3.0,133.0,3
5309,Neeladri Nagar,674.0,1.0,21.0,1
5310,Neeladri Nagar,527.0,1.0,26.0,1
5311,Neeladri Nagar,1167.0,2.0,38.0,3
5312,Neeladri Nagar,1060.0,2.0,35.0,2
5313,Neeladri Nagar,640.0,1.0,20.5,1
5314,Neeladri Nagar,4000.0,12.0,160.0,10
5315,Neeladri Nagar,1105.0,2.0,30.0,2
5316,Neeladri Nagar,1100.0,2.0,30.0,2
5317,Neeladri Nagar,2111.0,3.0,103.0,3
5318,Nehru Nagar,1775.0,3.0,110.0,3
5319,Nehru Nagar,2363.0,5.0,120.0,4
5320,Nehru Nagar,2342.0,3.0,115.0,4
5321,Nehru Nagar,967.0,2.0,41.1,2
5322,Nehru Nagar,1374.0,3.0,72.0,3
5323,Nehru Nagar,1674.0,3.0,90.0,3
5324,Nehru Nagar,1269.0,2.0,63.0,3
5325,Nehru Nagar,1100.0,2.0,50.0,2
5326,Nehru Nagar,1674.0,3.0,81.0,3
5327,OMBR Layout,2420.0,3.0,185.0,3
5328,OMBR Layout,1078.0,2.0,65.0,2
5329,OMBR Layout,1101.0,2.0,65.5,2
5330,OMBR Layout,1041.0,2.0,65.5,2
5331,OMBR Layout,1300.0,2.0,80.0,2
5332,OMBR Layout,1085.0,2.0,64.0,2
5333,OMBR Layout,1855.0,3.0,145.0,3
5334,OMBR Layout,1050.0,2.0,48.0,2
5336,OMBR Layout,1165.0,2.0,88.5,2
5337,OMBR Layout,1101.0,2.0,66.0,2
5338,OMBR Layout,3400.0,4.0,275.0,4
5340,Old Airport Road,2732.0,4.0,204.0,4
5342,Old Airport Road,3356.0,4.0,251.0,4
5343,Old Airport Road,1206.0,2.0,75.0,2
5344,Old Airport Road,2774.0,4.0,207.0,4
5345,Old Airport Road,2690.0,4.0,191.0,4
5346,Old Airport Road,2690.0,4.0,199.0,4
5347,Old Airport Road,1655.0,2.0,97.65,2
5348,Old Airport Road,1075.0,2.0,60.0,2
5349,Old Airport Road,1858.0,2.0,167.0,3
5350,Old Airport Road,1150.0,2.0,90.0,2
5351,Old Airport Road,2690.0,4.0,191.0,4
5352,Old Airport Road,2658.0,5.0,187.0,4
5353,Old Airport Road,946.0,2.0,58.0,2
5354,Old Airport Road,2774.0,4.0,208.0,4
5355,Old Airport Road,2774.0,4.0,208.0,4
5356,Old Airport Road,3200.0,4.0,280.0,4
5357,Old Airport Road,2690.0,4.0,201.0,4
5358,Old Airport Road,1145.0,2.0,75.0,2
5359,Old Airport Road,2732.0,4.0,194.0,4
5360,Old Airport Road,2658.0,5.0,189.0,4
5361,Old Airport Road,2774.0,4.0,197.0,4
5362,Old Airport Road,3496.0,4.0,262.0,4
5363,Old Airport Road,2774.0,4.0,197.0,4
5364,Old Airport Road,2732.0,4.0,204.0,4
5365,Old Airport Road,1798.0,3.0,150.0,3
5366,Old Airport Road,2774.0,4.0,208.0,4
5367,Old Airport Road,1184.0,2.0,78.0,2
5368,Old Airport Road,3504.0,4.0,262.0,4
5369,Old Airport Road,1055.0,2.0,75.0,2
5370,Old Madras Road,1425.0,2.0,94.0,3
5371,Old Madras Road,3715.0,6.0,224.5,4
5374,Old Madras Road,935.0,2.0,45.0,2
5376,Old Madras Road,1720.0,3.0,100.0,3
5377,Old Madras Road,1200.0,2.0,72.0,2
5378,Old Madras Road,1225.0,2.0,53.55,2
5379,Old Madras Road,1100.0,2.0,70.0,2
5380,Old Madras Road,2760.0,5.0,157.0,3
5381,Old Madras Road,1171.0,2.0,75.0,2
5382,Old Madras Road,935.0,2.0,45.0,2
5383,Old Madras Road,4500.0,7.0,294.0,5
5385,Old Madras Road,1065.0,2.0,47.86,2
5386,Old Madras Road,2010.0,3.0,125.0,4
5388,Old Madras Road,1480.0,2.0,84.0,3
5389,Old Madras Road,2990.0,5.0,210.0,3
5390,Old Madras Road,1210.0,2.0,74.0,2
5391,Old Madras Road,1171.0,2.0,72.0,2
5393,Old Madras Road,1480.0,3.0,95.0,3
5395,Old Madras Road,1210.0,2.0,80.0,2
5396,Old Madras Road,1859.0,3.0,121.0,3
5397,Old Madras Road,2990.0,5.0,173.0,3
5400,Old Madras Road,2300.0,3.0,142.0,3
5402,Old Madras Road,1210.0,2.0,80.0,2
5403,Old Madras Road,1210.0,2.0,77.0,2
5404,Old Madras Road,5020.0,7.0,287.0,5
5406,Old Madras Road,1330.0,2.0,74.0,2
5407,Old Madras Road,1720.0,3.0,106.0,3
5408,Old Madras Road,2640.0,5.0,150.0,3
5409,Old Madras Road,2990.0,3.0,170.0,3
5411,Old Madras Road,1171.0,2.0,73.0,2
5412,Old Madras Road,1630.0,3.0,110.0,3
5413,Old Madras Road,1165.0,2.0,52.0,2
5414,Old Madras Road,2640.0,2.0,170.0,2
5415,Old Madras Road,1165.0,2.0,51.42,2
5416,Padmanabhanagar,1020.0,2.0,63.0,2
5417,Padmanabhanagar,1176.0,2.0,62.0,2
5418,Padmanabhanagar,1258.0,2.0,115.0,2
5420,Padmanabhanagar,1100.0,2.0,65.0,2
5421,Padmanabhanagar,3400.0,3.0,210.0,4
5425,Padmanabhanagar,4500.0,4.0,360.0,3
5426,Padmanabhanagar,1200.0,2.0,60.0,2
5428,Padmanabhanagar,1000.0,1.0,90.0,2
5429,Padmanabhanagar,1067.0,2.0,52.0,2
5433,Padmanabhanagar,1100.0,2.0,60.0,2
5434,Padmanabhanagar,2051.0,3.0,180.0,3
5435,Padmanabhanagar,2051.0,3.0,170.0,3
5436,Pai Layout,1006.0,2.0,35.0,2
5437,Pai Layout,1550.0,2.0,90.0,3
5438,Pai Layout,1050.0,2.0,40.0,2
5439,Pai Layout,1400.0,2.0,67.0,3
5440,Pai Layout,1100.0,2.0,50.0,2
5441,Pai Layout,1255.0,2.0,80.0,2
5442,Pai Layout,1075.0,2.0,35.0,2
5443,Pai Layout,1400.0,2.0,57.5,2
5444,Pai Layout,1175.0,2.0,60.0,2
5445,Pai Layout,810.0,2.0,34.5,2
5446,Pai Layout,1000.0,2.0,34.0,2
5447,Pai Layout,1000.0,2.0,42.0,2
5448,Pai Layout,3800.0,6.0,175.0,6
5449,Pai Layout,1068.0,2.0,48.0,2
5450,Pai Layout,1510.0,2.0,65.0,3
5453,Panathur,1359.0,2.0,87.0,2
5454,Panathur,1438.0,2.0,100.0,2
5455,Panathur,1688.0,3.0,118.0,3
5457,Panathur,1198.0,2.0,77.0,2
5458,Panathur,1180.0,2.0,70.0,2
5459,Panathur,1546.0,3.0,99.0,3
5461,Panathur,1000.0,2.0,65.3,2
5462,Panathur,1109.0,2.0,63.0,2
5463,Panathur,1000.0,2.0,68.0,2
5464,Panathur,1255.0,2.0,79.0,2
5465,Panathur,1205.0,2.0,62.9,2
5466,Panathur,1198.0,2.0,82.0,2
5467,Panathur,1235.0,2.0,65.0,2
5468,Panathur,1210.0,2.0,80.0,2
5469,Panathur,1210.0,2.0,77.0,2
5470,Panathur,661.0,1.0,40.0,1
5471,Panathur,1210.0,2.0,78.0,2
5473,Panathur,1050.0,2.0,60.0,2
5474,Panathur,1398.0,2.0,97.0,2
5475,Panathur,1065.0,2.0,58.0,2
5476,Panathur,1007.0,2.0,64.0,2
5477,Panathur,1210.0,2.0,77.93,2
5478,Panathur,1230.0,2.0,80.0,2
5479,Panathur,980.0,2.0,57.0,2
5480,Panathur,1075.0,2.0,60.0,2
5481,Panathur,1210.0,2.0,69.0,2
5482,Panathur,1343.0,2.0,76.0,2
5483,Parappana Agrahara,1194.0,2.0,47.0,2
5484,Parappana Agrahara,1194.0,2.0,47.0,2
5485,Parappana Agrahara,1194.0,2.0,46.0,2
5486,Parappana Agrahara,1194.0,2.0,47.0,2
5487,Parappana Agrahara,1194.0,2.0,46.0,2
5488,Parappana Agrahara,1194.0,2.0,47.0,2
5489,Parappana Agrahara,1194.0,2.0,47.0,2
5490,Parappana Agrahara,1092.0,2.0,43.0,2
5491,Parappana Agrahara,1194.0,2.0,45.0,2
5492,Parappana Agrahara,1200.0,1.0,45.0,1
5493,Parappana Agrahara,1194.0,2.0,46.0,2
5494,Parappana Agrahara,1194.0,2.0,47.0,2
5495,Parappana Agrahara,1194.0,2.0,47.0,2
5496,Parappana Agrahara,1194.0,2.0,46.0,2
5497,Parappana Agrahara,1194.0,2.0,46.0,2
5498,Pattandur Agrahara,1550.0,2.0,80.0,3
5499,Pattandur Agrahara,1025.0,2.0,44.5,2
5500,Pattandur Agrahara,1247.0,2.0,59.8,2
5501,Pattandur Agrahara,900.0,2.0,42.0,2
5502,Pattandur Agrahara,1302.0,2.0,66.0,2
5503,Pattandur Agrahara,1550.0,2.0,80.0,3
5504,Pattandur Agrahara,1247.0,2.0,62.35,2
5505,Pattandur Agrahara,1350.0,2.0,68.0,2
5506,Poorna Pragna Layout,920.0,2.0,39.55,2
5509,Poorna Pragna Layout,1160.0,2.0,46.39,2
5512,Poorna Pragna Layout,965.0,2.0,48.0,2
5517,Poorna Pragna Layout,1160.0,2.0,46.39,2
5519,Poorna Pragna Layout,1160.0,2.0,46.39,2
5522,Poorna Pragna Layout,960.0,2.0,50.0,2
